key,severity,type,component,line,message,status,author,creationDate
822b6812-7b99-4b07-b80a-8a1a4a0c43bf,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/studio/charts/LineChartRace.jsx,508,"Use <img alt=...>, or <img alt=...> instead of the ""img"" role to ensure accessibility across all devices.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
374801a9-f177-4e26-8572-5d9502ea5e54,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/studio/charts/LineChartRace.jsx,511,"Interactive elements should not be assigned non-interactive roles.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
07ddf7c2-c27c-479c-8900-5480cad6f4b2,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,27,"'code' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
0ea2fa75-0dde-4f64-ac31-8d528ccb0754,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,27,"'onClick' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
ad41377c-e348-4405-806e-22199c6206cc,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,27,"'label' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
b8779dc1-47d5-47c2-ae5a-676b32e3f188,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,27,"'isQueued' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
eea15898-0f17-4c18-b01b-e48dd2af7349,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,27,"'tooltipText' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
fd5829d2-7afa-4a63-acc4-32beded1a402,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,27,"'pillar' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
246be30f-75d9-450a-8c3b-4a3dec09f00b,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,28,"Avoid non-native interactive elements. If using native HTML is not possible, add an appropriate role and support for tabbing, mouse, keyboard, and touch inputs to an interactive content element.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
255afb86-a79d-49c4-9a01-bd2260978c95,MINOR,BUG,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,28,"Visible, non-interactive elements with click handlers must have at least one keyboard listener.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
8bcc5a1f-a477-4afc-a6d5-fd36a0b39e07,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,29,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
9fbfc19d-1075-4095-a721-6cc3f5cfadc2,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,29,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
a6fc6683-c7e7-48ec-8e22-50a5404a46ac,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,29,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
14ae0b1c-4c3d-4d13-abc7-ba0d395bef99,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,33,"'pillar.toUpperCase' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
0b01c5ea-507e-4794-910c-8e3fcc846c23,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,37,"'season' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
4e42b72c-0cda-42ec-b979-ded6d6dbf109,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,37,"'leagueId' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
4eaac535-a826-4e57-b798-aca95e2d2a41,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,37,"'year' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
d67ac8b3-65a7-4810-b2ed-ee05407a0518,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,37,"'onIndicatorClick' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
d9430ef7-6a74-4d95-be25-db99c41f6060,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,37,"'batchQueue' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
88b048f5-9729-483f-b6d5-a08228d145d2,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,47,"'season.status' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
1bdb2535-61db-46ca-90b1-826ecba2ae82,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,48,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
2053f60f-9790-44c6-831d-0e0204f7c7d3,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,48,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
f48c60ec-ad38-464f-bae7-06a13b3dd68f,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,48,"'season.status[].code' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
ae543da4-75cd-4797-972f-e7b4267f61a8,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,49,"'batchQueue.some' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
0b8aea83-65a8-4e5d-8e95-b9e2305fcfaa,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,69,"'batchQueue' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
20fbe257-6eee-4c54-af69-37423a773a87,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,69,"'league' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
2315b2c2-e365-42f9-a5ed-6cb310132b54,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,69,"'years' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
24d7a29d-4b37-4334-b815-02b622a7e362,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,69,"'onIndicatorClick' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
503ce8e9-d315-4e7b-a573-c08e7acab36f,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,69,"'isSelected' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
7e9047e9-3630-4f39-9970-14cc8caad5bd,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,69,"'onSelect' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
f1cf4e71-5fcf-41a7-a45e-de77e561ae8d,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,75,"'league.id' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
c30887c3-3e78-40bb-8b93-6983a59ff091,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,80,"'league.logo' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
84fe386c-522d-4105-a709-8a98688437a9,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,83,"'league.flag' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
5466054a-9393-4ca2-97e7-ea85f4f4253f,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,84,"'league.name' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
eb6ca0a8-8761-4477-9301-d6d53ab8a10e,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,86,"'league.country' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
8b10f2f9-f7db-40e3-a494-7315a85c0179,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,90,"'years.map' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
d9d55f04-0098-483f-b029-b2d0bc6fe4d5,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,93,"'league.id' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
0b5c6efc-682c-462f-8c56-6d82f1b76c72,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,95,"'league.seasons' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
0f1065c8-1d55-4a5f-b5ac-4a7afc9a5077,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,95,"'league.seasons.find' is missing in props validation",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
ece9d393-055c-4538-981f-d05c2bea2281,CRITICAL,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,270,"Refactor this code to not nest functions more than 4 levels deep.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
a2fcf0a5-0036-4509-b23f-21a5de8cc16e,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,287,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
ffc7136d-063d-4744-8fc5-1234953a3094,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,287,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
8cb15bfa-b157-4d0a-a19e-b4fa1a3cf338,MINOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/pages/match/live/SimulationDashboard.jsx,391,"Handle this exception or don't catch it at all.",OPEN,parsisdominique@gmail.com,2026-03-08T19:34:27+0100
19e044e1-332e-4af5-8b3f-43d8237638b4,MINOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/MatchdayTape.jsx,6,"Prefer `Number.parseFloat` over `parseFloat`.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
06a39758-fb4e-4040-9042-a52e88153365,MINOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/MatchdayTape.jsx,7,"Prefer `Number.isNaN` over `isNaN`.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
631b7eda-36b4-46c4-a788-c1f387edba5b,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/MatchdayTape.jsx,45,"Do not use Array index in keys",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
dec972a8-2db9-4e30-9576-68fb37e1e464,CRITICAL,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ParamsSidebar.jsx,29,"Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
e1b106de-0e84-4f1b-bf8e-530bb853b0a2,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ParamsSidebar.jsx,37,"A form label must be associated with a control.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
6db1b962-9d1c-492d-a031-9c80afcf91fa,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ParamsSidebar.jsx,107,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
49fe3438-7947-432b-98b1-a38c13b910d7,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ParamsSidebar.jsx,109,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
f08a04b2-b98e-49a1-b143-73eaf40641b0,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ParamsSidebar.jsx,109,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
a60d8726-ca87-45a2-88a6-1a993454b401,MINOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ParamsSidebar.jsx,116,"Unexpected negated condition.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
cc7d8daf-9534-43c3-acbb-4734b57b68d4,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ParamsSidebar.jsx,147,"A form label must be associated with a control.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
c0bc6ab8-5e39-4252-9824-ba0660a1d5cd,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ParamsSidebar.jsx,162,"A form label must be associated with a control.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
4c952cf1-71fe-4a27-a7b6-0981147f08bf,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ParamsSidebar.jsx,175,"A form label must be associated with a control.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
81f29cd4-80c7-4bc0-89fc-1fe6a49476f5,MINOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ParamsSidebar.jsx,192,"Unexpected negated condition.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
d04594a4-16e7-4040-9a9b-28f3c73a23cb,MINOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ParamsSidebar.jsx,198,"Unexpected negated condition.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
2e97de25-d8e1-4092-92ee-1b405ee433e8,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ParamsSidebar.jsx,226,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
96fc8497-f9c0-4e19-8e1f-b3c74b10b976,CRITICAL,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ResultsCanvas.jsx,37,"Refactor this function to reduce its Cognitive Complexity from 63 to the 15 allowed.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
654a77b8-fefb-4a90-91e6-06d75ce5eab3,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ResultsCanvas.jsx,84,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
b4e5b041-41f5-450d-8e82-b27179260dec,MINOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ResultsCanvas.jsx,84,"Unexpected negated condition.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
331c14cf-6fb9-4094-a7fc-31cc67a038b9,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ResultsCanvas.jsx,104,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
5f3509c9-5aaa-4bf5-8826-f614e4a90876,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ResultsCanvas.jsx,157,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
51a0fb2d-e3ab-4152-814d-3c57e28ca7b5,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ResultsCanvas.jsx,160,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
11fea861-2315-46e0-a501-049f24bf28b7,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ResultsCanvas.jsx,166,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
e246085b-2ae7-4b16-afc1-e95178826e9d,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ResultsCanvas.jsx,170,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
59b6d786-0710-44b3-ae27-c49283ab9d82,MINOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/SimHeader.jsx,5,"Prefer `globalThis` over `window`.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
18280764-957d-40fb-accd-515cd00947f2,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/SimulationMetrics.jsx,51,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T19:33:46+0100
a555711b-793c-4ade-9182-8f170f327e48,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/controllers/v3/importControllerV3.js,49,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
b5b75762-0b32-40cb-be75-06fe1c2779d6,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/controllers/v3/importMatrixController.js,8,"Remove this unused import of 'STATUS_LABELS'.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
b6e470a1-315c-4b06-a8be-e7463d00b35a,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/controllers/v3/mlController.js,43,"Don't use a zero fraction in the number.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
e2757fd2-61aa-442b-877d-35b751882946,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/controllers/v3/mlController.js,43,"Don't use a zero fraction in the number.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
a628ecab-77af-458e-8d2d-ad7c4c52b2a9,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/controllers/v3/mlController.js,88,"Handle this exception or don't catch it at all.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
1eee6246-a9d1-4c8b-a593-6fd3a68eebaf,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/auditService.js,130,"Remove the declaration of the unused 'alreadyLockedCount' variable.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
85bf48a2-ca9f-49cb-b8eb-b1b990e65262,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/deepSyncService.js,168,"Remove the declaration of the unused 'res' variable.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
dbea0ab9-dbd3-4908-a6f5-6c32abd46e6e,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/deepSyncService.js,168,"Remove this useless assignment to variable ""res"".",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
02d94e72-bd3f-499a-83eb-45298a18fe71,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/importStatusService.js,14,"Remove this unused import of 'STATUS_LABELS'.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
5f6426ba-e407-400e-ac66-5818f8374fdb,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/leagueImportService.js,,"Handle this exception or don't catch it at all.",CLOSED,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
e0ab4082-6211-49e0-b84f-8a1663e384a0,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/leagueImportService.js,193,"Handle this exception or don't catch it at all.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
402151f6-b39f-45c8-ae8a-0b7ac97c813f,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/liveBetService.js,165,"Remove this useless assignment to variable ""results"".",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
92c51b47-5872-4550-9e28-62a90f9cd542,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/liveBetService.js,165,"Remove the declaration of the unused 'results' variable.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
71da20de-aa7a-4ca8-90ae-dfe1f284a53a,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/liveBetService.js,256,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
c0df37f8-f492-42f2-9208-ab0a3cc72ce7,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/liveBetService.js,259,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
5c50e688-52d8-42f6-bde9-862459baabcd,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/liveBetService.js,266,"Extract this nested ternary operation into an independent statement.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
25a5582d-778a-4ff4-9973-ae44b3332c3f,MAJOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/liveBetService.js,315,"This statement will not be executed conditionally; only the first statement will be. The rest will execute unconditionally.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
ab7b3375-a453-4696-bc43-1129f6f4b63f,MINOR,CODE_SMELL,FRmicrow_dataFootV1:backend/src/services/v3/quantService.js,51,"Don't use a zero fraction in the number.",OPEN,parsisdominique@gmail.com,2026-03-08T15:54:13+0100
